Date,Open,High,Low,Close*,Adj Close**,Volume
3/26/21,"32,681.07","33,098.83","32,681.07","33,072.88","33,072.88","3,821,700"
3/25/21,"32,346.81","32,672.69","32,071.41","32,619.48","32,619.48","4,119,900"
3/24/21,"32,470.88","32,787.99","32,418.15","32,420.06","32,420.06","3,993,900"
3/23/21,"32,691.50","32,753.77","32,356.28","32,423.15","32,423.15","3,858,400"
3/22/21,"32,601.82","32,810.35","32,512.53","32,731.20","32,731.20","3,835,000"
3/19/21,"32,858.36","32,858.36","32,505.07","32,627.97","32,627.97","8,118,900"
3/18/21,"32,928.16","33,227.78","32,831.25","32,862.30","32,862.30","4,184,800"
3/17/21,"32,825.52","33,047.58","32,782.18","33,015.37","33,015.37","3,912,000"
3/16/21,"32,966.75","32,966.75","32,778.23","32,825.95","32,825.95","3,863,700"
3/15/21,"32,798.84","32,973.40","32,629.75","32,953.46","32,953.46","3,600,800"
3/12/21,"32,462.40","32,793.32","32,462.40","32,778.64","32,778.64","3,464,000"
3/11/21,"32,354.50","32,661.59","32,345.70","32,485.59","32,485.59","4,000,200"
3/10/21,"31,906.96","32,389.50","31,906.96","32,297.02","32,297.02","4,091,100"
3/9/21,"31,892.35","32,150.32","31,822.64","31,832.74","31,832.74","4,586,900"
3/8/21,"31,512.15","32,148.04","31,512.15","31,802.44","31,802.44","4,969,800"
3/5/21,"31,029.18","31,580.33","30,766.81","31,496.30","31,496.30","5,018,100"
3/4/21,"31,289.01","31,461.97","30,547.53","30,924.14","30,924.14","5,378,500"
3/3/21,"31,352.96","31,563.31","31,260.14","31,270.09","31,270.09","4,096,600"
3/2/21,"31,535.37","31,623.27","31,377.16","31,391.52","31,391.52","3,372,700"
3/1/21,"31,065.90","31,668.34","31,065.90","31,535.51","31,535.51","3,856,700"
2/26/21,"31,401.29","31,450.89","30,911.37","30,932.37","30,932.37","5,322,500"
2/25/21,"31,955.94","31,984.77","31,293.32","31,402.01","31,402.01","4,541,100"
2/24/21,"31,499.75","32,009.64","31,421.29","31,961.86","31,961.86","4,101,500"
2/23/21,"31,501.89","31,653.38","31,158.76","31,537.35","31,537.35","4,604,100"
2/22/21,"31,381.12","31,653.48","31,286.57","31,521.69","31,521.69","3,872,100"
2/19/21,"31,504.13","31,647.53","31,469.34","31,494.32","31,494.32","3,530,700"
2/18/21,"31,558.60","31,558.60","31,285.32","31,493.34","31,493.34","3,259,900"
2/17/21,"31,485.61","31,643.70","31,338.76","31,613.02","31,613.02","3,435,100"
2/16/21,"31,472.08","31,608.63","31,443.48","31,522.75","31,522.75","3,292,100"
2/12/21,"31,420.80","31,475.31","31,347.80","31,458.40","31,458.40","2,630,900"
2/11/21,"31,466.49","31,543.82","31,244.36","31,430.70","31,430.70","2,803,200"
2/10/21,"31,428.02","31,511.44","31,221.32","31,437.80","31,437.80","3,264,500"
2/9/21,"31,359.88","31,439.47","31,245.86","31,375.83","31,375.83","3,082,100"
2/8/21,"31,191.20","31,386.10","31,191.20","31,385.76","31,385.76","3,222,500"
2/5/21,"31,093.81","31,252.18","31,083.22","31,148.24","31,148.24","2,935,500"
2/4/21,"30,737.78","31,065.96","30,737.78","31,055.86","31,055.86","3,383,300"
2/3/21,"30,689.65","30,793.41","30,521.31","30,723.60","30,723.60","3,055,900"
2/2/21,"30,276.88","30,840.54","30,276.88","30,687.48","30,687.48","3,331,600"
2/1/21,"30,054.73","30,335.91","30,014.97","30,211.91","30,211.91","3,470,600"
1/29/21,"30,553.91","30,553.91","29,856.30","29,982.62","29,982.62","5,363,200"
1/28/21,"30,377.19","30,951.41","30,377.19","30,603.36","30,603.36","4,651,400"
1/27/21,"30,893.78","30,893.78","30,206.91","30,303.17","30,303.17","5,664,700"
1/26/21,"30,968.55","31,121.42","30,921.71","30,937.04","30,937.04","3,731,500"
1/25/21,"30,989.85","30,989.85","30,564.06","30,960.00","30,960.00","4,728,900"
1/22/21,"31,141.56","31,141.56","30,908.47","30,996.98","30,996.98","4,360,400"
1/21/21,"31,198.01","31,272.22","31,120.92","31,176.01","31,176.01","4,187,800"
1/20/21,"31,017.54","31,235.98","30,997.79","31,188.38","31,188.38","3,849,800"
1/19/21,"30,887.42","31,086.62","30,865.03","30,930.52","30,930.52","3,864,000"
1/15/21,"30,926.77","30,941.98","30,612.67","30,814.26","30,814.26","4,330,000"
1/14/21,"31,085.67","31,223.78","30,982.24","30,991.52","30,991.52","4,278,100"
1/13/21,"31,084.88","31,153.37","30,992.05","31,060.47","31,060.47","4,132,500"
1/12/21,"31,015.01","31,114.56","30,888.76","31,068.69","31,068.69","3,626,200"
1/11/21,"31,015.37","31,096.98","30,832.06","31,008.69","31,008.69","3,565,400"
1/8/21,"31,069.58","31,140.67","30,793.27","31,097.97","31,097.97","3,811,500"
1/7/21,"30,901.18","31,193.40","30,897.86","31,041.13","31,041.13","4,278,100"
1/6/21,"30,362.78","31,022.65","30,313.07","30,829.40","30,829.40","5,004,300"
1/5/21,"30,204.25","30,504.89","30,141.78","30,391.60","30,391.60","3,509,100"
1/4/21,"30,627.47","30,674.28","29,881.82","30,223.89","30,223.89","4,750,800"
12/31/20,"30,417.64","30,637.47","30,344.50","30,606.48","30,606.48","2,844,700"
12/30/20,"30,415.09","30,525.35","30,393.04","30,409.56","30,409.56","2,918,900"
12/29/20,"30,492.07","30,588.79","30,274.24","30,335.67","30,335.67","3,576,100"
12/28/20,"30,283.23","30,525.56","30,283.23","30,403.97","30,403.97","3,024,900"
12/24/20,"30,155.92","30,209.67","30,099.30","30,199.87","30,199.87","1,455,700"
12/23/20,"30,046.73","30,292.53","30,046.73","30,129.83","30,129.83","2,740,500"
12/22/20,"30,200.20","30,200.20","29,992.89","30,015.51","30,015.51","3,888,100"
12/21/20,"30,159.00","30,304.14","29,755.53","30,216.45","30,216.45","4,374,800"
12/18/20,"30,314.26","30,343.59","30,029.44","30,179.05","30,179.05","7,820,700"
12/17/20,"30,216.00","30,323.78","30,216.00","30,303.37","30,303.37","3,455,300"
12/16/20,"30,191.38","30,236.03","30,080.11","30,154.54","30,154.54","3,445,900"
12/15/20,"29,919.09","30,243.26","29,894.95","30,199.31","30,199.31","4,177,700"
12/14/20,"30,123.91","30,325.79","29,849.15","29,861.55","29,861.55","3,719,800"
12/11/20,"29,988.21","30,071.13","29,820.84","30,046.37","30,046.37","3,938,700"
12/10/20,"30,032.55","30,063.87","29,876.82","29,999.26","29,999.26","3,255,500"
12/9/20,"30,229.81","30,319.70","29,951.85","30,068.81","30,068.81","3,805,200"
12/8/20,"29,997.95","30,246.22","29,972.07","30,173.88","30,173.88","3,111,900"
12/7/20,"30,233.03","30,233.03","29,967.22","30,069.79","30,069.79","3,658,100"
12/4/20,"29,989.56","30,218.26","29,989.56","30,218.26","30,218.26","3,565,900"
12/3/20,"29,920.83","30,110.88","29,877.27","29,969.52","29,969.52","4,056,800"
12/2/20,"29,695.09","29,902.51","29,599.29","29,883.79","29,883.79","3,852,800"
12/1/20,"29,797.50","30,083.31","29,797.50","29,823.92","29,823.92","4,295,100"
11/30/20,"29,854.51","29,854.51","29,463.64","29,638.64","29,638.64","5,513,500"
11/27/20,"29,911.33","30,015.13","29,819.98","29,910.37","29,910.37","1,770,400"
11/25/20,"30,058.87","30,058.87","29,806.25","29,872.47","29,872.47","3,230,300"
11/24/20,"29,746.11","30,116.51","29,746.11","30,046.24","30,046.24","4,327,600"
11/23/20,"29,332.82","29,667.75","29,332.82","29,591.27","29,591.27","3,872,000"
11/20/20,"29,437.57","29,469.89","29,231.20","29,263.48","29,263.48","3,053,500"
11/19/20,"29,370.92","29,524.90","29,228.38","29,483.23","29,483.23","3,313,300"
11/18/20,"29,875.40","29,930.85","29,432.84","29,438.42","29,438.42","3,828,500"
11/17/20,"29,800.15","29,872.42","29,520.29","29,783.35","29,783.35","3,723,800"
11/16/20,"29,672.36","29,964.29","29,672.36","29,950.44","29,950.44","4,182,900"
11/13/20,"29,203.90","29,559.25","29,203.90","29,479.81","29,479.81","3,488,100"
11/12/20,"29,231.91","29,311.83","28,902.13","29,080.17","29,080.17","3,693,200"
11/11/20,"29,524.35","29,593.11","29,281.22","29,397.63","29,397.63","3,767,000"
11/10/20,"29,254.17","29,478.86","29,126.99","29,420.92","29,420.92","5,269,800"
11/9/20,"29,467.90","29,933.83","29,130.66","29,157.97","29,157.97","6,733,100"
11/6/20,"28,399.13","28,431.96","28,189.50","28,323.40","28,323.40","3,267,100"
11/5/20,"28,083.37","28,495.05","28,083.37","28,390.18","28,390.18","3,901,400"
11/4/20,"27,512.83","28,301.50","27,512.83","27,847.66","27,847.66","4,478,600"
11/3/20,"27,138.69","27,640.21","27,138.69","27,480.03","27,480.03","3,509,800"
11/2/20,"26,691.28","27,043.48","26,691.28","26,925.05","26,925.05","3,799,900"
10/30/20,"26,572.27","26,639.18","26,143.77","26,501.60","26,501.60","5,048,200"
10/29/20,"26,480.98","26,891.89","26,290.78","26,659.11","26,659.11","4,197,700"
10/28/20,"27,102.14","27,102.14","26,497.39","26,519.95","26,519.95","4,961,500"
10/27/20,"27,651.18","27,707.69","27,457.96","27,463.19","27,463.19","3,664,000"
10/26/20,"28,185.82","28,185.82","27,370.16","27,685.38","27,685.38","4,041,500"
10/23/20,"28,409.65","28,436.52","28,149.82","28,335.57","28,335.57","3,473,000"
10/22/20,"28,197.42","28,421.31","28,040.18","28,363.66","28,363.66","3,303,200"
10/21/20,"28,270.66","28,450.64","28,196.39","28,210.82","28,210.82","2,994,200"
10/20/20,"28,245.85","28,575.03","28,243.04","28,308.79","28,308.79","3,502,200"
10/19/20,"28,633.55","28,711.93","28,139.40","28,195.42","28,195.42","3,587,000"
10/16/20,"28,570.72","28,842.90","28,570.72","28,606.31","28,606.31","3,561,400"
10/15/20,"28,323.40","28,535.85","28,181.54","28,494.20","28,494.20","3,289,400"
10/14/20,"28,731.30","28,792.56","28,461.73","28,514.00","28,514.00","3,708,000"
10/13/20,"28,764.95","28,808.84","28,604.35","28,679.81","28,679.81","5,261,100"
10/12/20,"28,671.12","28,957.90","28,659.67","28,837.52","28,837.52","4,936,800"
10/9/20,"28,533.61","28,676.29","28,440.63","28,586.90","28,586.90","3,240,500"
10/8/20,"28,348.86","28,459.13","28,265.56","28,425.51","28,425.51","3,147,500"
10/7/20,"27,971.36","28,369.66","27,971.36","28,303.46","28,303.46","3,287,500"
10/6/20,"28,214.24","28,354.48","27,728.03","27,772.76","27,772.76","4,350,300"
10/5/20,"27,825.42","28,162.64","27,825.42","28,148.64","28,148.64","3,182,100"
10/2/20,"27,536.39","27,861.43","27,382.94","27,682.81","27,682.81","3,927,700"
10/1/20,"27,940.63","28,041.46","27,669.26","27,816.90","27,816.90","3,734,500"
9/30/20,"27,514.64","28,026.33","27,511.06","27,781.70","27,781.70","4,525,500"
9/29/20,"27,560.24","27,605.60","27,338.09","27,452.66","27,452.66","3,038,200"
9/28/20,"27,362.14","27,722.60","27,362.14","27,584.06","27,584.06","4,018,600"
9/25/20,"26,694.51","27,239.29","26,635.38","27,173.96","27,173.96","3,889,000"
9/24/20,"26,716.09","27,094.85","26,537.01","26,815.44","26,815.44","4,478,100"
9/23/20,"27,413.60","27,464.46","26,716.12","26,763.13","26,763.13","4,594,700"
9/22/20,"27,170.34","27,333.09","26,989.93","27,288.18","27,288.18","4,207,200"
9/21/20,"27,484.71","27,484.71","26,715.15","27,147.70","27,147.70","5,236,600"
9/18/20,"27,864.87","27,946.69","27,487.97","27,657.42","27,657.42","6,987,100"
9/17/20,"27,834.18","28,056.79","27,647.93","27,901.98","27,901.98","4,372,300"
9/16/20,"28,031.69","28,364.77","28,021.67","28,032.38","28,032.38","4,166,500"
9/15/20,"28,139.76","28,231.06","27,931.45","27,995.60","27,995.60","4,145,200"
9/14/20,"27,718.74","28,086.06","27,718.74","27,993.33","27,993.33","3,807,500"
9/11/20,"27,613.86","27,828.82","27,448.15","27,665.64","27,665.64","4,353,300"
9/10/20,"28,022.51","28,174.78","27,447.08","27,534.58","27,534.58","4,428,500"
9/9/20,"27,711.71","28,206.21","27,704.54","27,940.47","27,940.47","4,605,900"
9/8/20,"27,925.23","27,925.23","27,464.90","27,500.89","27,500.89","5,808,600"
9/4/20,"28,341.05","28,539.75","27,664.68","28,133.31","28,133.31","6,946,400"
9/3/20,"29,090.70","29,199.35","28,074.76","28,292.73","28,292.73","6,500,800"
9/2/20,"28,736.79","29,162.88","28,713.53","29,100.50","29,100.50","5,395,100"
9/1/20,"28,439.61","28,659.26","28,290.72","28,645.66","28,645.66","4,234,100"
8/31/20,"28,643.66","28,643.66","28,363.55","28,430.05","28,430.05","5,173,200"
8/28/20,"28,601.29","28,733.35","28,487.98","28,653.87","28,653.87","3,697,400"
8/27/20,"28,384.07","28,634.22","28,363.93","28,492.27","28,492.27","4,043,400"
8/26/20,"28,257.88","28,353.80","28,153.91","28,331.92","28,331.92","3,270,700"
8/25/20,"28,347.42","28,400.74","28,094.57","28,248.44","28,248.44","3,384,200"
8/24/20,"28,077.58","28,314.94","28,041.75","28,308.46","28,308.46","3,838,800"
8/21/20,"27,758.13","27,959.48","27,686.78","27,930.33","27,930.33","3,727,200"
8/20/20,"27,622.68","27,781.46","27,526.25","27,739.73","27,739.73","3,045,500"
8/19/20,"27,811.26","27,920.42","27,647.67","27,692.88","27,692.88","3,114,600"
8/18/20,"27,853.48","27,891.12","27,668.79","27,778.07","27,778.07","2,761,700"
8/17/20,"27,970.05","27,999.81","27,816.40","27,844.91","27,844.91","2,868,600"
8/14/20,"27,828.93","27,977.81","27,759.39","27,931.02","27,931.02","2,755,400"
8/13/20,"27,922.51","27,986.10","27,789.78","27,896.72","27,896.72","3,601,600"
8/12/20,"27,860.24","28,043.89","27,843.32","27,976.84","27,976.84","3,402,100"
8/11/20,"27,961.64","28,154.88","27,624.51","27,686.91","27,686.91","4,282,200"
8/10/20,"27,488.21","27,803.86","27,488.21","27,791.44","27,791.44","3,603,400"
8/7/20,"27,321.68","27,456.24","27,223.55","27,433.48","27,433.48","3,211,700"
8/6/20,"27,170.82","27,394.10","27,145.25","27,386.98","27,386.98","3,224,600"
8/5/20,"26,924.78","27,221.67","26,924.78","27,201.52","27,201.52","3,660,000"
8/4/20,"26,664.61","26,832.72","26,597.82","26,828.47","26,828.47","3,463,500"
8/3/20,"26,542.32","26,707.26","26,534.38","26,664.40","26,664.40","4,393,800"
7/31/20,"26,409.33","26,440.02","26,013.59","26,428.32","26,428.32","4,880,500"
7/30/20,"26,367.42","26,374.93","25,992.28","26,313.65","26,313.65","3,515,400"
7/29/20,"26,388.44","26,602.45","26,375.39","26,539.57","26,539.57","3,475,800"
7/28/20,"26,529.45","26,556.84","26,361.71","26,379.28","26,379.28","3,610,900"
7/27/20,"26,447.67","26,625.46","26,426.92","26,584.77","26,584.77","4,009,300"
7/24/20,"26,533.41","26,625.70","26,402.86","26,469.89","26,469.89","4,941,700"
7/23/20,"26,955.97","26,973.85","26,560.04","26,652.33","26,652.33","4,198,000"
7/22/20,"26,824.56","27,035.24","26,794.19","27,005.84","27,005.84","4,043,400"
7/21/20,"26,833.14","27,025.38","26,766.22","26,840.40","26,840.40","3,649,300"
7/20/20,"26,660.29","26,765.02","26,504.20","26,680.87","26,680.87","3,093,900"
7/17/20,"26,774.62","26,808.43","26,619.88","26,671.95","26,671.95","2,964,600"
7/16/20,"26,746.57","26,879.16","26,590.01","26,734.71","26,734.71","2,873,300"
7/15/20,"27,009.81","27,071.33","26,692.48","26,870.10","26,870.10","3,849,000"
7/14/20,"26,044.17","26,690.52","25,994.98","26,642.59","26,642.59","4,016,400"
7/13/20,"26,225.07","26,639.09","26,044.23","26,085.80","26,085.80","4,253,200"
7/10/20,"25,690.35","26,101.32","25,637.50","26,075.30","26,075.30","3,381,700"
7/9/20,"26,094.92","26,103.28","25,523.51","25,706.09","25,706.09","3,876,100"
7/8/20,"25,950.06","26,109.49","25,816.25","26,067.28","26,067.28","3,373,000"
7/7/20,"26,172.01","26,174.93","25,866.58","25,890.18","25,890.18","3,468,200"
7/6/20,"25,996.08","26,297.53","25,996.08","26,287.03","26,287.03","3,406,900"
7/2/20,"25,936.45","26,204.41","25,778.12","25,827.36","25,827.36","3,491,300"
7/1/20,"25,879.38","26,019.31","25,713.61","25,734.97","25,734.97","3,731,800"
6/30/20,"25,512.43","25,905.38","25,475.14","25,812.88","25,812.88","4,107,800"
6/29/20,"25,152.45","25,601.15","25,096.16","25,595.80","25,595.80","3,780,700"
6/26/20,"25,641.69","25,641.69","24,971.03","25,015.55","25,015.55","6,408,600"
6/25/20,"25,365.22","25,769.61","25,209.79","25,745.60","25,745.60","3,845,600"
6/24/20,"25,992.96","25,992.96","25,296.73","25,445.94","25,445.94","4,501,200"
6/23/20,"26,159.39","26,314.97","26,105.97","26,156.10","26,156.10","3,899,800"
6/22/20,"25,865.08","26,059.81","25,667.68","26,024.96","26,024.96","3,517,800"
6/19/20,"26,213.10","26,451.44","25,759.66","25,871.46","25,871.46","6,693,900"
6/18/20,"26,016.45","26,154.20","25,848.53","26,080.10","26,080.10","3,283,900"
6/17/20,"26,330.52","26,400.07","26,068.41","26,119.61","26,119.61","3,288,300"
6/16/20,"26,326.68","26,611.03","25,811.70","26,289.98","26,289.98","4,895,000"
6/15/20,"25,270.39","25,891.58","24,843.18","25,763.16","25,763.16","4,612,300"
6/12/20,"25,659.42","25,965.55","25,078.41","25,605.54","25,605.54","5,144,400"
6/11/20,"26,282.51","26,294.08","25,082.72","25,128.17","25,128.17","6,477,800"
6/10/20,"27,251.89","27,355.22","26,938.05","26,989.99","26,989.99","4,489,300"
6/9/20,"27,447.37","27,447.37","27,151.06","27,272.30","27,272.30","3,814,300"
6/8/20,"27,232.93","27,580.21","27,232.48","27,572.44","27,572.44","4,302,000"
6/5/20,"26,836.80","27,338.30","26,836.80","27,110.98","27,110.98","5,423,100"
6/4/20,"26,226.49","26,384.10","26,082.31","26,281.82","26,281.82","3,721,900"
6/3/20,"25,906.88","26,337.75","25,906.88","26,269.89","26,269.89","3,987,900"
6/2/20,"25,582.52","25,743.13","25,523.74","25,742.65","25,742.65","3,526,100"
6/1/20,"25,342.99","25,508.83","25,220.66","25,475.02","25,475.02","3,383,100"
5/29/20,"25,324.15","25,482.80","25,031.67","25,383.11","25,383.11","5,276,200"
5/28/20,"25,697.36","25,758.79","25,358.73","25,400.64","25,400.64","3,778,000"
5/27/20,"25,298.63","25,551.56","25,009.87","25,548.27","25,548.27","4,112,300"
5/26/20,"24,781.84","25,176.42","24,781.84","24,995.11","24,995.11","4,243,800"
5/22/20,"24,461.98","24,481.64","24,294.07","24,465.16","24,465.16","2,556,600"
5/21/20,"24,564.27","24,718.46","24,370.88","24,474.12","24,474.12","3,467,700"
5/20/20,"24,455.94","24,649.48","24,455.94","24,575.90","24,575.90","3,665,100"
5/19/20,"24,577.48","24,599.50","24,202.96","24,206.86","24,206.86","3,741,000"
5/18/20,"24,059.98","24,708.54","24,059.98","24,597.37","24,597.37","4,841,900"
5/15/20,"23,454.83","23,730.08","23,354.15","23,685.42","23,685.42","4,915,100"
5/14/20,"23,049.06","23,630.86","22,789.62","23,625.34","23,625.34","4,727,000"
5/13/20,"23,702.16","23,708.90","23,067.64","23,247.97","23,247.97","4,699,500"
5/12/20,"24,292.84","24,382.09","23,761.58","23,764.78","23,764.78","3,594,800"
5/11/20,"24,256.45","24,366.21","24,070.22","24,221.99","24,221.99","3,524,000"
5/8/20,"24,107.82","24,349.90","24,107.05","24,331.32","24,331.32","3,357,600"
5/7/20,"23,837.21","24,094.62","23,834.39","23,875.89","23,875.89","3,698,900"
5/6/20,"23,978.88","24,054.59","23,661.14","23,664.64","23,664.64","3,774,500"
5/5/20,"23,958.88","24,169.72","23,868.91","23,883.09","23,883.09","3,697,100"
5/4/20,"23,581.55","23,769.56","23,361.16","23,749.76","23,749.76","3,553,600"
5/1/20,"24,120.78","24,120.78","23,645.30","23,723.69","23,723.69","4,181,600"
4/30/20,"24,585.57","24,585.57","24,186.90","24,345.72","24,345.72","4,878,400"
4/29/20,"24,490.37","24,764.77","24,453.99","24,633.86","24,633.86","4,552,900"
4/28/20,"24,357.17","24,512.24","24,031.20","24,101.55","24,101.55","4,002,500"
4/27/20,"23,866.15","24,207.65","23,840.61","24,133.78","24,133.78","3,893,900"
4/24/20,"23,628.24","23,826.00","23,417.68","23,775.27","23,775.27","3,760,200"
4/23/20,"23,543.09","23,885.36","23,483.35","23,515.26","23,515.26","3,892,900"
4/22/20,"23,437.34","23,613.10","23,339.60","23,475.82","23,475.82","3,528,800"
4/21/20,"23,365.25","23,365.25","22,941.88","23,018.88","23,018.88","4,851,400"
4/20/20,"24,095.10","24,108.69","23,627.19","23,650.44","23,650.44","4,234,100"
4/17/20,"23,817.15","24,264.21","23,817.15","24,242.49","24,242.49","5,259,500"
4/16/20,"23,543.66","23,598.08","23,211.38","23,537.68","23,537.68","4,710,500"
4/15/20,"23,600.72","23,649.72","23,233.32","23,504.35","23,504.35","4,376,300"
4/14/20,"23,690.57","24,040.58","23,683.44","23,949.76","23,949.76","4,859,100"
4/13/20,"23,698.93","23,698.93","23,095.35","23,390.77","23,390.77","3,943,200"
4/9/20,"23,690.66","24,008.99","23,504.09","23,719.37","23,719.37","5,664,000"
4/8/20,"22,893.47","23,513.40","22,682.99","23,433.57","23,433.57","4,727,400"
4/7/20,"23,537.44","23,617.24","22,634.45","22,653.86","22,653.86","5,946,600"
4/6/20,"21,693.63","22,783.45","21,693.63","22,679.99","22,679.99","6,107,600"
4/3/20,"21,285.93","21,447.81","20,863.09","21,052.53","21,052.53","4,500,100"
4/2/20,"20,819.46","21,477.77","20,735.02","21,413.44","21,413.44","5,295,400"
4/1/20,"21,227.38","21,487.24","20,784.43","20,943.51","20,943.51","5,066,800"
3/31/20,"22,208.42","22,480.37","21,852.08","21,917.16","21,917.16","5,712,100"
3/30/20,"21,678.22","22,378.09","21,522.08","22,327.48","22,327.48","5,455,400"
3/27/20,"21,898.47","22,327.57","21,469.27","21,636.78","21,636.78","5,888,300"